batter,season,runs,balls_faced,dots,fours,sixes,singles,outs,strike_rate,average
Shubman Gill,2025,650,435,108,62,24,183,12,149.42528735632183,54.166666666666664
Shubman Gill,2026,732,472,134,74,33,172,16,155.08474576271186,45.75
Sikandar Raza,2023,139,104,35,10,6,31,5,133.65384615384613,27.8
Sikandar Raza,2024,43,39,15,2,2,13,2,110.25641025641026,21.5
Simarjeet Singh,2022,7,8,3,0,0,3,1,87.5,7.0
Simarjeet Singh,2025,3,7,4,0,0,3,2,42.857142857142854,1.5
Sohail Tanvir,2007/08,36,31,9,3,1,14,3,116.12903225806453,12.0
Sumit Kumar,2024,18,26,14,2,1,4,2,69.23076923076923,9.0
Sunny Gupta,2012,0,1,1,0,0,0,1,0.0,0.0
Sunny Singh,2011,43,31,11,6,1,11,4,138.70967741935485,10.75
Suryansh Shedge,2025,7,12,4,0,0,5,3,58.333333333333336,2.3333333333333335
Suryansh Shedge,2026,158,92,25,9,12,38,4,171.73913043478262,39.5
Swapnil Singh,2016,0,1,1,0,0,0,1,0.0,0.0
Swapnil Singh,2017,12,19,9,0,0,8,2,63.1578947368421,6.0
Swapnil Singh,2023,2,4,2,0,0,2,0,50.0,inf
Swapnil Singh,2024,37,22,7,3,3,7,2,168.1818181818182,18.5
T Banton,2020/21,18,22,11,1,1,6,2,81.81818181818183,9.0
T Dahiya,2026,12,15,9,2,0,4,2,80.0,6.0
T Henderson,2009,11,16,10,0,1,3,1,68.75,11.0
T Kohler-Cadmore,2024,48,54,32,7,1,12,3,88.88888888888889,16.0
T Kohli,2007/08,10,16,10,0,1,4,2,62.5,5.0
T Kohli,2009,1,4,3,0,0,1,1,25.0,1.0
T Natarajan,2020/21,3,5,2,0,0,3,0,60.0,inf
T Natarajan,2026,1,2,1,0,0,1,0,50.0,inf
T Shamsi,2021,2,4,2,0,0,2,0,50.0,inf
T Stubbs,2022,2,4,2,0,0,2,1,50.0,2.0
T Stubbs,2023,25,31,14,2,0,13,2,80.64516129032258,12.5
T Stubbs,2024,378,204,38,24,26,88,6,185.29411764705884,63.0
T Stubbs,2025,306,203,40,25,12,110,8,150.73891625615764,38.25
T Stubbs,2026,275,225,61,18,9,108,6,122.22222222222223,45.833333333333336
T Taibu,2007/08,31,26,9,3,0,9,3,119.23076923076923,10.333333333333334
T Thushara,2009,2,8,5,0,0,2,1,25.0,2.0
T Thushara,2009/10,10,11,4,0,0,4,1,90.9090909090909,10.0
TA Boult,2017,5,8,5,0,0,1,0,62.5,inf
TA Boult,2018,0,2,2,0,0,0,1,0.0,0.0
TA Boult,2019,7,4,2,0,1,1,1,175.0,7.0
TA Boult,2020/21,0,1,1,0,0,0,1,0.0,0.0
TA Boult,2021,1,4,3,0,0,1,0,25.0,inf
TA Boult,2022,40,30,6,2,1,14,2,133.33333333333331,20.0
TA Boult,2023,16,17,6,1,1,6,1,94.11764705882352,16.0
TA Boult,2024,14,16,9,2,0,4,1,87.5,14.0
TA Boult,2025,2,4,1,0,0,2,1,50.0,2.0
TA Boult,2026,8,4,1,0,1,2,1,200.0,8.0
TD Paine,2011,10,29,14,0,0,10,2,34.48275862068966,5.0
TG Southee,2014,4,4,3,1,0,0,1,100.0,4.0
TG Southee,2015,13,9,1,1,0,5,0,144.44444444444443,inf
TG Southee,2016,30,20,4,1,2,8,3,150.0,10.0
TG Southee,2017,7,3,1,0,1,1,0,233.33333333333334,inf
TG Southee,2018,52,46,21,5,1,15,2,113.04347826086956,26.0
TG Southee,2019,9,9,2,0,0,5,0,100.0,inf
TG Southee,2021,3,5,3,0,0,1,1,60.0,3.0
TG Southee,2022,2,12,10,0,0,2,4,16.666666666666664,0.5
TH David,2021,1,3,2,0,0,1,1,33.33333333333333,1.0
TH David,2022,186,91,22,12,16,30,6,204.39560439560438,31.0
TH David,2023,231,155,38,12,15,67,8,149.03225806451613,28.875
TH David,2024,241,168,42,14,15,59,8,143.45238095238096,30.125
TH David,2025,187,107,38,16,14,27,3,174.76635514018693,62.333333333333336
TH David,2026,305,173,42,22,23,65,9,176.30057803468208,33.888888888888886
TK Curran,2018,23,28,13,3,0,11,3,82.14285714285714,7.666666666666667
TK Curran,2020/21,83,63,16,5,3,29,1,131.74603174603175,83.0
TK Curran,2021,21,17,5,2,0,7,1,123.52941176470588,21.0
TL Seifert,2021,2,5,1,0,0,2,1,40.0,2.0
TL Seifert,2022,24,21,10,4,0,3,2,114.28571428571428,12.0
TL Seifert,2026,19,18,10,2,1,5,3,105.55555555555556,6.333333333333333
TL Suman,2009,237,193,69,18,8,67,9,122.79792746113989,26.333333333333332
TL Suman,2009/10,307,264,94,23,12,102,8,116.28787878787878,38.375
TL Suman,2011,65,53,25,5,5,13,6,122.64150943396226,10.833333333333334
TL Suman,2012,15,19,11,1,1,5,2,78.94736842105263,7.5
TL Suman,2013,52,58,31,8,0,18,5,89.65517241379311,10.4
TM Dilshan,2007/08,104,79,33,14,3,26,4,131.64556962025316,26.0
TM Dilshan,2009,418,357,133,42,13,121,10,117.08683473389357,41.8
TM Dilshan,2009/10,44,55,26,6,0,18,6,80.0,7.333333333333333
TM Dilshan,2011,226,185,69,33,3,60,8,122.16216216216216,28.25
TM Dilshan,2012,285,274,105,33,5,90,8,104.01459854014598,35.625
TM Dilshan,2013,76,97,55,12,0,20,5,78.35051546391753,15.2
TM Head,2016,54,42,12,3,2,16,2,128.57142857142858,27.0
TM Head,2017,151,109,27,9,6,51,4,138.5321100917431,37.75
TM Head,2024,567,307,87,64,32,97,14,184.69055374592833,40.5
TM Head,2025,374,248,79,50,15,66,13,150.80645161290323,28.76923076923077
TM Head,2026,410,253,95,46,23,62,15,162.05533596837944,27.333333333333332
TM Srivastava,2007/08,8,10,4,0,0,5,1,80.0,8.0
TM Srivastava,2009,0,1,1,0,0,0,0,0.0,
TR Birt,2011,75,59,24,9,2,15,5,127.11864406779661,15.0
TS Mills,2017,8,11,7,0,1,2,3,72.72727272727273,2.6666666666666665
TS Mills,2022,0,3,3,0,0,0,1,0.0,0.0
TU Deshpande,2020/21,21,12,3,2,1,5,1,175.0,21.0
TU Deshpande,2023,0,1,0,0,0,0,0,0.0,
TU Deshpande,2024,0,2,1,0,0,0,0,0.0,
TU Deshpande,2025,7,9,1,0,0,3,1,77.77777777777779,7.0
TU Deshpande,2026,26,14,5,0,3,4,2,185.71428571428572,13.0
Tanush Kotian,2024,24,32,17,3,0,10,1,75.0,24.0
Tilak Varma,2022,397,313,87,29,16,144,10,126.83706070287539,39.7
Tilak Varma,2023,343,226,70,26,23,75,8,151.76991150442478,42.875
Tilak Varma,2024,416,291,78,35,19,121,10,142.9553264604811,41.6
Tilak Varma,2025,343,259,72,23,16,113,10,132.43243243243242,34.3
Tilak Varma,2026,359,255,74,30,17,105,12,140.7843137254902,29.916666666666668
U Kaul,2007/08,0,1,1,0,0,0,0,0.0,
UA Birla,2013,7,15,10,1,0,3,1,46.666666666666664,7.0
UBT Chand,2011,2,12,9,0,0,2,2,16.666666666666664,1.0
UBT Chand,2012,36,35,20,2,3,8,2,102.85714285714285,18.0
UBT Chand,2013,158,163,76,17,4,48,9,96.93251533742331,17.555555555555557
UBT Chand,2014,2,10,7,0,0,2,1,20.0,2.0
UBT Chand,2015,102,89,32,13,2,28,5,114.6067415730337,20.4
UBT Chand,2016,0,5,4,0,0,0,1,0.0,0.0
UT Khawaja,2016,127,105,36,14,3,38,5,120.95238095238095,25.4
UT Yadav,2009/10,3,4,1,0,0,3,0,75.0,inf
UT Yadav,2011,1,6,4,0,0,1,1,16.666666666666664,1.0
UT Yadav,2012,2,7,5,0,0,2,2,28.57142857142857,1.0
UT Yadav,2013,38,39,16,3,1,16,1,97.43589743589743,38.0
UT Yadav,2014,2,4,2,0,0,2,1,50.0,2.0
UT Yadav,2015,29,16,5,5,1,3,1,181.25,29.0
UT Yadav,2016,9,6,1,0,1,3,2,150.0,4.5
UT Yadav,2017,10,13,4,0,0,8,0,76.92307692307693,inf
UT Yadav,2018,3,12,7,0,0,3,4,25.0,0.75
UT Yadav,2019,25,26,14,3,1,5,1,96.15384615384616,25.0
UT Yadav,2020/21,0,2,2,0,0,0,1,0.0,0.0
UT Yadav,2022,55,41,18,4,4,11,4,134.14634146341464,13.75
UT Yadav,2023,19,20,6,1,0,7,2,95.0,9.5
UT Yadav,2024,12,15,8,0,1,6,1,80.0,12.0
Umar Gul,2007/08,39,19,6,1,5,5,3,205.26315789473685,13.0
Umran Malik,2022,4,8,4,0,0,2,1,50.0,4.0
Umran Malik,2023,19,8,3,1,2,1,0,237.5,inf
Urvil Patel,2025,68,34,11,5,6,9,3,200.0,22.666666666666668
Urvil Patel,2026,129,68,27,6,14,13,7,189.70588235294116,18.428571428571427
V Kohli,2007/08,165,168,67,18,4,59,12,98.21428571428571,13.75
V Kohli,2009,246,225,89,22,8,84,11,109.33333333333333,22.363636363636363
V Kohli,2009/10,307,216,56,26,12,103,13,142.12962962962962,23.615384615384617
V Kohli,2011,557,473,171,55,16,178,13,117.75898520084567,42.84615384615385
V Kohli,2012,364,333,126,33,10,137,12,109.30930930930931,30.333333333333332
V Kohli,2013,639,471,158,65,22,171,14,135.66878980891718,45.642857142857146
V Kohli,2014,359,301,103,23,16,127,14,119.26910299003322,25.642857142857142
V Kohli,2015,505,395,139,35,23,153,14,127.84810126582278,36.07142857142857
V Kohli,2016,973,655,165,84,38,291,12,148.54961832061068,81.08333333333333
V Kohli,2017,308,257,89,23,11,107,11,119.8443579766537,28.0
V Kohli,2018,530,385,117,52,18,166,12,137.66233766233768,44.166666666666664
V Kohli,2019,464,332,89,46,13,150,14,139.75903614457832,33.142857142857146
V Kohli,2020/21,471,402,98,24,11,195,11,117.16417910447761,42.81818181818182
V Kohli,2021,405,347,119,43,9,145,14,116.71469740634006,28.928571428571427
V Kohli,2022,341,306,113,32,8,117,16,111.43790849673204,21.3125
V Kohli,2023,639,473,127,65,16,210,12,135.0951374207188,53.25
V Kohli,2024,741,497,141,62,38,198,13,149.09456740442658,57.0
V Kohli,2025,657,466,115,66,19,217,13,140.9871244635193,50.53846153846154
V Kohli,2026,675,425,98,73,25,176,12,158.8235294117647,56.25
V Nigam,2025,142,82,24,16,8,26,5,173.17073170731706,28.4
V Nigam,2026,15,10,2,2,0,5,1,150.0,15.0
V Pratap Singh,2012,0,1,1,0,0,0,1,0.0,0.0
V Sehwag,2007/08,406,229,58,46,21,75,12,177.29257641921396,33.833333333333336
V Sehwag,2009,198,146,52,24,7,40,10,135.6164383561644,19.8
V Sehwag,2009/10,356,227,75,47,14,66,14,156.8281938325991,25.428571428571427
V Sehwag,2011,424,247,76,51,18,70,9,171.65991902834008,47.111111111111114
V Sehwag,2012,495,317,89,57,19,115,16,156.15141955835963,30.9375
V Sehwag,2013,295,244,95,41,6,72,12,120.9016393442623,24.583333333333332
V Sehwag,2014,455,334,121,56,18,87,18,136.22754491017963,25.27777777777778
V Sehwag,2015,99,89,35,12,3,33,7,111.23595505617978,14.142857142857142
V Shankar,2017,101,77,20,12,1,37,2,131.1688311688312,50.5
V Shankar,2018,212,156,36,11,11,75,4,135.8974358974359,53.0
V Shankar,2019,244,196,59,11,12,88,11,124.48979591836735,22.181818181818183
V Shankar,2020/21,97,99,38,10,1,41,4,97.97979797979798,24.25
V Shankar,2021,58,52,18,1,3,20,5,111.53846153846155,11.6
V Shankar,2022,19,36,19,1,0,11,4,52.77777777777778,4.75
V Shankar,2023,301,199,52,27,15,73,8,151.25628140703517,37.625
V Shankar,2024,83,75,23,7,2,37,5,110.66666666666667,16.6
V Shankar,2025,118,95,22,8,3,46,3,124.21052631578948,39.333333333333336
V Suryavanshi,2025,252,129,44,18,24,32,7,195.3488372093023,36.0
V Suryavanshi,2026,776,344,107,63,72,76,16,225.58139534883722,48.5
V Viyaskanth,2024,7,5,0,0,0,4,0,140.0,inf
VG Arora,2022,5,14,8,0,0,5,2,35.714285714285715,2.5
VG Arora,2023,3,2,0,0,0,1,0,150.0,inf
VG Arora,2024,1,1,0,0,0,1,0,100.0,inf
VG Arora,2025,0,8,8,0,0,0,2,0.0,0.0
VG Arora,2026,1,3,1,0,0,1,0,33.33333333333333,inf
VH Zol,2014,29,26,13,3,1,7,2,111.53846153846155,14.5
VR Aaron,2011,0,5,5,0,0,0,0,0.0,
VR Aaron,2012,1,3,2,0,0,1,1,33.33333333333333,1.0
VR Aaron,2014,35,34,13,2,1,15,0,102.94117647058823,inf
VR Aaron,2015,6,3,2,0,1,0,1,200.0,6.0
VR Aaron,2017,4,11,7,0,0,2,1,36.36363636363637,4.0
VR Aaron,2019,3,7,4,0,0,3,0,42.857142857142854,inf
VR Aaron,2020/21,1,10,9,0,0,1,1,10.0,1.0
VR Iyer,2021,370,299,111,37,14,110,9,123.74581939799332,41.111111111111114
VR Iyer,2022,182,175,79,17,7,48,11,104.0,16.545454545454547
VR Iyer,2023,404,288,86,32,21,119,14,140.27777777777777,28.857142857142858
VR Iyer,2024,370,238,79,35,19,74,9,155.46218487394958,41.111111111111114
VR Iyer,2025,142,107,35,15,4,35,7,132.71028037383178,20.285714285714285
VR Iyer,2026,209,116,36,21,13,33,4,180.17241379310346,52.25
VRV Singh,2007/08,4,3,1,1,0,0,1,133.33333333333331,4.0
VS Malik,2009/10,6,5,1,1,0,2,1,120.0,6.0
VS Malik,2014,1,2,1,0,0,1,0,50.0,inf
VS Yeligati,2007/08,2,2,1,0,0,0,1,100.0,2.0
VVS Laxman,2007/08,155,134,49,22,1,55,5,115.67164179104476,31.0
VVS Laxman,2009,19,33,22,1,1,9,5,57.57575757575758,3.8
VVS Laxman,2009/10,64,62,24,7,1,24,4,103.2258064516129,16.0
VVS Laxman,2011,44,42,18,3,2,12,2,104.76190476190477,22.0
VY Mahesh,2007/08,15,28,13,0,0,11,2,53.57142857142857,7.5
Vijaykumar Vyshak,2023,13,10,2,0,1,5,1,130.0,13.0
Vijaykumar Vyshak,2024,1,3,2,0,0,1,1,33.33333333333333,1.0
Vijaykumar Vyshak,2026,2,4,2,0,0,2,0,50.0,inf
Virat Singh,2021,15,26,13,1,0,11,3,57.692307692307686,5.0
Vishnu Vinod,2017,19,26,15,1,1,9,3,73.07692307692307,6.333333333333333
Vishnu Vinod,2023,37,32,10,2,2,15,3,115.625,12.333333333333334
Vishnu Vinod,2026,15,8,2,1,1,3,0,187.5,inf
Vivrant Sharma,2023,69,49,14,9,2,19,1,140.81632653061226,69.0
W Jaffer,2007/08,115,110,45,12,3,38,5,104.54545454545455,23.0
W Jaffer,2009,15,19,10,2,0,3,2,78.94736842105263,7.5
WA Mota,2007/08,26,28,9,2,0,14,1,92.85714285714286,26.0
WA Mota,2009,30,48,18,0,0,26,4,62.5,7.5
WD Parnell,2011,37,42,16,2,1,15,3,88.09523809523809,12.333333333333334
WD Parnell,2012,19,29,12,2,0,11,4,65.51724137931035,4.75
WD Parnell,2013,5,7,2,0,0,5,1,71.42857142857143,5.0
WD Parnell,2014,2,2,1,0,0,0,1,100.0,2.0
WD Parnell,2023,2,6,3,0,0,2,1,33.33333333333333,2.0
WG Jacks,2024,230,133,43,16,18,44,6,172.93233082706766,38.333333333333336
WG Jacks,2025,233,173,62,22,11,71,10,134.68208092485548,23.3
WG Jacks,2026,139,79,22,12,9,29,5,175.9493670886076,27.8
WP Saha,2007/08,159,119,44,12,7,39,6,133.61344537815125,26.5
WP Saha,2009,72,41,5,3,4,20,3,175.609756097561,24.0
WP Saha,2009/10,67,53,18,9,1,19,3,126.41509433962264,22.333333333333332
WP Saha,2011,68,67,22,2,4,30,1,101.49253731343283,68.0
WP Saha,2012,6,14,7,0,0,6,1,42.857142857142854,6.0
WP Saha,2013,70,57,25,6,4,18,3,122.80701754385966,23.333333333333332
WP Saha,2014,362,255,90,33,18,85,12,141.9607843137255,30.166666666666668
WP Saha,2015,249,205,66,16,10,79,13,121.46341463414633,19.153846153846153
WP Saha,2016,270,214,60,29,1,92,11,126.16822429906543,24.545454545454547
WP Saha,2017,234,194,61,20,8,84,10,120.61855670103093,23.4
WP Saha,2018,122,108,40,17,1,36,8,112.96296296296295,15.25
WP Saha,2019,86,55,13,13,1,21,5,156.36363636363637,17.2
WP Saha,2020/21,214,159,46,24,5,61,2,134.59119496855345,107.0
WP Saha,2021,131,144,61,7,5,53,9,90.97222222222221,14.555555555555555
WP Saha,2022,317,266,100,40,7,99,9,119.17293233082707,35.22222222222222
WP Saha,2023,371,297,108,47,8,96,16,124.91582491582491,23.1875
WP Saha,2024,136,120,46,18,3,40,9,113.33333333333333,15.11111111111111
WPUJC Vaas,2007/08,21,18,6,0,1,5,2,116.66666666666667,10.5
WPUJC Vaas,2009,30,21,3,1,1,12,1,142.85714285714286,30.0
WPUJC Vaas,2009/10,30,34,13,1,1,16,4,88.23529411764706,7.5
Washington Sundar,2017,9,12,3,0,0,3,0,75.0,inf
Washington Sundar,2018,65,40,13,5,4,10,4,162.5,16.25
Washington Sundar,2019,1,4,2,0,0,1,2,25.0,0.5
Washington Sundar,2020/21,111,98,29,10,2,47,6,113.26530612244898,18.5
Washington Sundar,2021,31,48,24,2,0,17,4,64.58333333333334,7.75
Washington Sundar,2022,101,76,20,9,3,27,7,132.89473684210526,14.428571428571429
Washington Sundar,2023,60,62,20,6,0,32,3,96.7741935483871,20.0
Washington Sundar,2024,0,1,1,0,0,0,1,0.0,0.0
Washington Sundar,2025,133,85,19,10,7,38,5,156.47058823529412,26.6
Washington Sundar,2026,377,263,69,40,12,111,10,143.34600760456274,37.7
X Thalaivan Sargunam,2013,10,17,9,0,0,6,1,58.82352941176471,10.0
XC Bartlett,2025,11,15,7,1,0,7,1,73.33333333333333,11.0
XC Bartlett,2026,29,14,1,2,2,3,1,207.14285714285717,29.0
Y Gnaneswara Rao,2011,19,18,8,3,0,5,1,105.55555555555556,19.0
Y Nagar,2009,20,22,7,1,0,9,1,90.9090909090909,20.0
Y Nagar,2009/10,1,7,3,0,0,1,1,14.285714285714285,1.0
Y Nagar,2011,111,108,40,6,6,36,8,102.77777777777777,13.875
Y Nagar,2012,153,134,41,13,3,63,5,114.17910447761194,30.6
Y Prithvi Raj,2019,0,1,1,0,0,0,0,0.0,
Y Venugopal Rao,2007/08,288,217,73,22,15,79,8,132.7188940092166,36.0
Y Venugopal Rao,2009,124,118,35,6,3,56,10,105.08474576271188,12.4
Y Venugopal Rao,2009/10,34,44,23,3,1,16,4,77.27272727272727,8.5
Y Venugopal Rao,2011,336,292,108,30,13,109,12,115.06849315068493,28.0
Y Venugopal Rao,2012,132,129,47,8,5,56,5,102.32558139534885,26.4
Y Venugopal Rao,2014,71,65,18,8,0,25,3,109.23076923076923,23.666666666666668
YA Abdulla,2009/10,0,1,0,0,0,0,0,0.0,
YBK Jaiswal,2020/21,40,44,20,2,2,20,3,90.9090909090909,13.333333333333334
YBK Jaiswal,2021,249,168,69,32,10,48,10,148.21428571428572,24.9
YBK Jaiswal,2022,258,198,77,28,10,65,10,130.3030303030303,25.8
YBK Jaiswal,2023,625,397,144,83,26,107,12,157.43073047858942,52.083333333333336
YBK Jaiswal,2024,435,288,103,54,16,84,14,151.04166666666669,31.071428571428573
YBK Jaiswal,2025,559,359,122,60,28,124,13,155.71030640668525,43.0
YBK Jaiswal,2026,427,296,108,52,18,90,14,144.25675675675674,30.5
YK Pathan,2007/08,435,253,75,43,25,79,12,171.93675889328063,36.25
YK Pathan,2009,261,192,82,25,14,46,12,135.9375,21.75
YK Pathan,2009/10,333,210,67,22,24,75,11,158.57142857142856,30.272727272727273
YK Pathan,2011,283,205,65,24,13,81,9,138.04878048780486,31.444444444444443
YK Pathan,2012,194,179,50,10,7,79,11,108.37988826815644,17.636363636363637
YK Pathan,2013,332,247,85,30,15,91,12,134.41295546558706,27.666666666666668
YK Pathan,2014,268,168,52,15,20,66,9,159.52380952380955,29.77777777777778
YK Pathan,2015,312,243,76,29,12,97,7,128.39506172839506,44.57142857142857
YK Pathan,2016,361,256,60,33,13,121,7,141.015625,51.57142857142857
YK Pathan,2017,143,123,41,9,6,46,9,116.26016260162602,15.88888888888889
YK Pathan,2018,260,211,74,22,11,76,9,123.22274881516589,28.88888888888889
YK Pathan,2019,40,47,17,1,1,20,3,85.1063829787234,13.333333333333334
YS Chahal,2014,1,2,0,0,0,1,0,50.0,inf
YS Chahal,2015,1,1,0,0,0,1,0,100.0,inf
YS Chahal,2017,13,26,14,0,0,11,2,50.0,6.5
YS Chahal,2018,0,4,3,0,0,0,0,0.0,
YS Chahal,2019,6,16,12,0,0,3,2,37.5,3.0
YS Chahal,2020/21,1,5,2,0,0,1,1,20.0,1.0
YS Chahal,2021,10,27,17,0,0,8,0,37.03703703703704,inf
YS Chahal,2022,5,8,4,0,0,3,1,62.5,5.0
YV Dhull,2023,16,23,10,1,0,12,3,69.56521739130434,5.333333333333333
YV Takawale,2007/08,70,69,32,7,2,15,2,101.44927536231884,35.0
YV Takawale,2009,18,22,12,2,0,6,1,81.81818181818183,18.0
YV Takawale,2014,104,92,45,17,1,20,5,113.04347826086956,20.8
Yash Dayal,2022,0,1,1,0,0,0,1,0.0,0.0
Yash Dayal,2025,4,8,5,0,0,2,2,50.0,2.0
Yashpal Singh,2009,47,67,37,5,0,20,4,70.1492537313433,11.75
Younis Khan,2007/08,3,7,4,0,0,3,1,42.857142857142854,3.0
Yudhvir Singh,2023,1,2,1,0,0,1,2,50.0,0.5
Yudhvir Singh,2024,21,14,7,1,2,3,2,150.0,10.5
Yuvraj Singh,2007/08,299,191,60,24,19,72,12,156.54450261780104,24.916666666666668
Yuvraj Singh,2009,340,317,119,25,16,114,12,107.25552050473186,28.333333333333332
Yuvraj Singh,2009/10,259,206,80,21,14,71,12,125.72815533980584,21.583333333333332
Yuvraj Singh,2011,343,269,104,24,18,87,9,127.5092936802974,38.111111111111114
Yuvraj Singh,2013,238,193,84,14,15,59,12,123.3160621761658,19.833333333333332
Yuvraj Singh,2014,376,288,117,22,28,91,10,130.55555555555557,37.6
Yuvraj Singh,2015,248,215,89,23,10,74,13,115.34883720930233,19.076923076923077
Yuvraj Singh,2016,236,183,78,22,13,58,10,128.96174863387978,23.6
Yuvraj Singh,2017,252,188,64,30,8,64,10,134.04255319148936,25.2
Yuvraj Singh,2018,65,74,40,6,2,21,5,87.83783783783784,13.0
Yuvraj Singh,2019,98,83,29,7,6,30,4,118.07228915662651,24.5
Z Khan,2007/08,34,43,21,4,0,16,4,79.06976744186046,8.5
Z Khan,2009,8,11,3,0,0,8,1,72.72727272727273,8.0
Z Khan,2009/10,24,13,5,3,1,2,2,184.6153846153846,12.0
Z Khan,2011,21,24,12,2,0,7,2,87.5,10.5
Z Khan,2012,12,17,9,1,0,6,2,70.58823529411765,6.0
Z Khan,2014,8,7,2,0,1,2,1,114.28571428571428,8.0
Z Khan,2016,6,13,10,1,0,2,2,46.15384615384615,3.0
Z Khan,2017,4,13,9,0,0,4,1,30.76923076923077,4.0
