batter,season,runs,balls_faced,dots,fours,sixes,singles,outs,strike_rate,average
F du Plessis,2018,162,130,53,17,6,45,6,124.61538461538461,27.0
F du Plessis,2019,396,326,122,36,15,132,11,121.47239263803682,36.0
F du Plessis,2020/21,449,329,95,42,14,133,11,136.4741641337386,40.81818181818182
F du Plessis,2021,633,471,147,61,23,193,14,134.39490445859872,45.214285714285715
F du Plessis,2022,468,377,139,49,13,129,16,124.13793103448276,29.25
F du Plessis,2023,730,483,124,60,36,219,13,151.13871635610764,56.15384615384615
F du Plessis,2024,438,276,90,47,21,89,15,158.69565217391303,29.2
F du Plessis,2025,202,170,61,18,8,66,10,118.82352941176471,20.2
FA Allen,2021,6,12,6,0,0,6,1,50.0,6.0
FA Allen,2022,8,7,3,1,0,2,1,114.28571428571428,8.0
FH Allen,2026,349,168,57,33,28,39,11,207.73809523809524,31.727272727272727
FH Edwards,2009,4,5,3,0,0,1,1,80.0,4.0
FY Fazal,2009/10,164,160,53,19,1,70,8,102.49999999999999,20.5
FY Fazal,2011,19,19,9,3,0,5,1,100.0,19.0
Fazalhaq Farooqi,2022,2,8,6,0,0,2,0,25.0,inf
Fazalhaq Farooqi,2023,1,5,4,0,0,1,0,20.0,inf
Fazalhaq Farooqi,2025,2,2,0,0,0,2,0,100.0,inf
G Coetzee,2024,14,22,11,0,1,8,4,63.63636363636363,3.5
G Coetzee,2025,17,11,5,2,1,3,2,154.54545454545453,8.5
G Gambhir,2007/08,534,394,112,68,8,156,14,135.53299492385787,38.142857142857146
G Gambhir,2009,286,283,120,32,2,96,13,101.0600706713781,22.0
G Gambhir,2009/10,277,223,71,32,2,83,10,124.2152466367713,27.7
G Gambhir,2011,378,332,103,44,3,136,11,113.85542168674698,34.36363636363637
G Gambhir,2012,590,429,126,64,17,167,14,137.52913752913753,42.142857142857146
G Gambhir,2013,406,354,134,51,5,116,15,114.68926553672316,27.066666666666666
G Gambhir,2014,335,301,107,36,4,109,14,111.29568106312293,23.928571428571427
G Gambhir,2015,327,288,105,41,4,107,14,113.54166666666667,23.357142857142858
G Gambhir,2016,501,424,131,54,6,181,12,118.16037735849056,41.75
G Gambhir,2017,498,405,128,62,7,162,14,122.96296296296296,35.57142857142857
G Gambhir,2018,85,91,33,8,1,39,4,93.4065934065934,21.25
GB Hogg,2012,15,16,5,1,0,9,2,93.75,7.5
GB Hogg,2015,7,6,0,0,0,5,0,116.66666666666667,inf
GC Smith,2007/08,441,375,137,54,8,133,12,117.6,36.75
GC Smith,2009,212,222,96,27,1,75,11,95.4954954954955,19.272727272727273
GC Smith,2009/10,44,40,19,7,0,10,3,110.00000000000001,14.666666666666666
GC Smith,2011,42,54,31,6,0,10,4,77.77777777777779,10.5
GC Viljoen,2019,3,7,3,0,0,1,2,42.857142857142854,1.5
GD McGrath,2007/08,4,5,4,1,0,0,1,80.0,4.0
GD Phillips,2021,26,33,21,1,2,6,2,78.78787878787878,13.0
GD Phillips,2023,39,22,10,2,4,5,5,177.27272727272728,7.8
GD Phillips,2026,67,57,14,4,2,29,4,117.54385964912282,16.75
GF Linde,2026,31,21,9,6,0,3,3,147.61904761904762,10.333333333333334
GH Vihari,2013,241,287,114,17,1,120,14,83.97212543554006,17.214285714285715
GH Vihari,2015,39,36,15,6,0,13,4,108.33333333333333,9.75
GH Vihari,2019,4,8,4,0,0,4,2,50.0,2.0
GHS Garton,2021,2,4,2,0,0,2,1,50.0,2.0
GJ Bailey,2009,45,40,16,7,0,13,3,112.5,15.0
GJ Bailey,2009/10,18,27,15,2,0,8,2,66.66666666666666,9.0
GJ Bailey,2014,257,190,57,19,10,81,10,135.26315789473685,25.7
GJ Bailey,2015,259,196,50,22,7,89,10,132.14285714285714,25.9
GJ Bailey,2016,84,99,49,9,2,31,4,84.84848484848484,21.0
GJ Maxwell,2012,6,11,4,0,0,4,1,54.54545454545454,6.0
GJ Maxwell,2013,36,27,15,1,4,6,2,133.33333333333331,18.0
GJ Maxwell,2014,552,312,76,48,36,94,17,176.9230769230769,32.470588235294116
GJ Maxwell,2015,146,115,50,13,8,32,11,126.95652173913044,13.272727272727273
GJ Maxwell,2016,179,129,39,14,8,43,9,138.75968992248062,19.88888888888889
GJ Maxwell,2017,310,186,55,20,26,62,10,166.66666666666669,31.0
GJ Maxwell,2018,169,122,46,14,9,40,12,138.52459016393445,14.083333333333334
GJ Maxwell,2020/21,108,112,36,9,0,49,7,96.42857142857143,15.428571428571429
GJ Maxwell,2021,513,373,111,48,21,141,11,137.53351206434317,46.63636363636363
GJ Maxwell,2022,301,184,56,31,15,57,10,163.58695652173913,30.1
GJ Maxwell,2023,400,225,68,29,31,75,12,177.77777777777777,33.333333333333336
GJ Maxwell,2024,52,46,20,6,2,12,9,113.04347826086956,5.777777777777778
GJ Maxwell,2025,48,54,21,5,1,18,6,88.88888888888889,8.0
GR Napier,2009,15,16,7,1,0,5,1,93.75,15.0
Gulbadin Naib,2024,19,15,4,1,1,9,1,126.66666666666666,19.0
Gurkeerat Singh,2012,86,54,13,12,2,20,3,159.25925925925927,28.666666666666668
Gurkeerat Singh,2013,108,98,35,10,3,34,9,110.20408163265304,12.0
Gurkeerat Singh,2015,35,41,18,3,1,17,5,85.36585365853658,7.0
Gurkeerat Singh,2016,113,87,26,11,3,41,6,129.8850574712644,18.833333333333332
Gurkeerat Singh,2019,98,73,16,11,2,34,3,134.24657534246575,32.666666666666664
Gurkeerat Singh,2020/21,71,83,37,8,0,30,1,85.54216867469879,71.0
H Das,2007/08,2,5,3,0,0,2,1,40.0,2.0
H Klaasen,2018,57,48,16,5,1,19,3,118.75,19.0
H Klaasen,2019,9,10,2,0,0,5,2,90.0,4.5
H Klaasen,2023,448,262,48,32,25,124,9,170.99236641221373,49.77777777777778
H Klaasen,2024,479,293,73,19,38,119,12,163.48122866894198,39.916666666666664
H Klaasen,2025,487,294,61,42,25,134,10,165.64625850340136,48.7
H Klaasen,2026,624,413,100,48,31,169,13,151.08958837772397,48.0
HC Brook,2023,190,159,64,23,4,50,9,119.49685534591194,21.11111111111111
HE van der Dussen,2022,22,25,9,2,0,8,2,88.0,11.0
HF Gurney,2019,1,5,4,0,0,1,0,20.0,inf
HH Gibbs,2007/08,167,159,80,17,8,38,9,105.0314465408805,18.555555555555557
HH Gibbs,2009,371,344,131,32,12,120,11,107.84883720930232,33.72727272727273
HH Gibbs,2009/10,267,243,97,26,9,80,10,109.87654320987654,26.7
HH Gibbs,2012,81,91,46,8,2,26,2,89.01098901098901,40.5
HH Pandya,2015,112,68,17,9,8,22,5,164.70588235294116,22.4
HH Pandya,2016,44,66,31,4,0,24,7,66.66666666666666,6.285714285714286
HH Pandya,2017,250,172,50,11,20,67,9,145.3488372093023,27.77777777777778
HH Pandya,2018,260,205,60,20,11,89,9,126.82926829268293,28.88888888888889
HH Pandya,2019,409,225,55,28,30,75,9,181.77777777777777,45.44444444444444
HH Pandya,2020/21,283,167,48,14,25,63,8,169.46107784431138,35.375
HH Pandya,2021,127,116,50,11,5,40,9,109.48275862068965,14.11111111111111
HH Pandya,2022,487,387,115,49,12,164,10,125.83979328165375,48.7
HH Pandya,2023,346,254,77,26,15,114,11,136.2204724409449,31.454545454545453
HH Pandya,2024,216,154,53,17,11,58,12,140.25974025974025,18.0
HH Pandya,2025,224,148,42,18,13,54,10,151.35135135135135,22.4
HH Pandya,2026,206,154,46,21,7,62,9,133.76623376623377,22.88888888888889
HM Amla,2016,157,122,43,20,4,45,6,128.68852459016392,26.166666666666668
HM Amla,2017,420,296,87,40,17,119,7,141.89189189189187,60.0
HR Shokeen,2022,43,48,24,5,0,13,2,89.58333333333334,21.5
HR Shokeen,2023,23,19,5,4,0,7,1,121.05263157894737,23.0
HV Patel,2012,15,17,3,1,0,11,2,88.23529411764706,7.5
HV Patel,2014,13,7,3,1,1,1,2,185.71428571428572,6.5
HV Patel,2015,19,14,4,0,2,3,4,135.71428571428572,4.75
HV Patel,2018,60,33,6,1,6,20,0,181.8181818181818,inf
HV Patel,2019,0,3,2,0,0,0,1,0.0,0.0
HV Patel,2020/21,21,25,12,2,0,7,2,84.0,10.5
HV Patel,2021,59,48,18,6,2,15,6,122.91666666666667,9.833333333333334
HV Patel,2022,43,42,19,4,2,13,4,102.38095238095238,10.75
HV Patel,2023,6,6,4,0,1,0,2,100.0,3.0
HV Patel,2024,13,19,14,1,1,3,3,68.42105263157895,4.333333333333333
HV Patel,2025,21,27,7,0,0,17,2,77.77777777777779,10.5
HV Patel,2026,10,9,4,2,0,2,2,111.11111111111111,5.0
Harbhajan Singh,2007/08,30,17,6,1,3,6,2,176.47058823529412,15.0
Harbhajan Singh,2009,84,57,15,6,5,20,9,147.36842105263156,9.333333333333334
Harbhajan Singh,2009/10,105,64,17,12,5,19,6,164.0625,17.5
Harbhajan Singh,2011,103,74,29,9,6,21,4,139.1891891891892,25.75
Harbhajan Singh,2012,108,82,30,14,3,28,9,131.70731707317074,12.0
Harbhajan Singh,2013,116,82,27,12,5,32,5,141.46341463414635,23.2
Harbhajan Singh,2014,28,26,13,2,2,6,6,107.6923076923077,4.666666666666667
Harbhajan Singh,2015,117,81,32,9,9,17,7,144.44444444444443,16.714285714285715
Harbhajan Singh,2016,92,91,40,11,2,26,3,101.0989010989011,30.666666666666668
Harbhajan Singh,2017,16,17,5,0,1,8,2,94.11764705882352,8.0
Harbhajan Singh,2018,29,38,19,3,1,9,2,76.31578947368422,14.5
Harbhajan Singh,2019,1,3,2,0,0,1,1,33.33333333333333,1.0
Harbhajan Singh,2021,4,4,1,0,0,2,0,100.0,inf
Harmeet Singh,2009/10,0,1,1,0,0,0,1,0.0,0.0
Harmeet Singh,2012,15,7,2,3,0,1,1,214.28571428571428,15.0
Harmeet Singh,2013,3,4,2,0,0,1,0,75.0,inf
Harpreet Brar,2019,20,14,3,2,1,6,0,142.85714285714286,inf
Harpreet Brar,2021,64,61,17,3,2,22,0,104.91803278688525,inf
Harpreet Brar,2022,22,25,16,1,2,6,3,88.0,7.333333333333333
Harpreet Brar,2023,52,42,14,5,2,20,7,123.80952380952381,7.428571428571429
Harpreet Brar,2024,75,59,16,8,2,19,2,127.11864406779661,37.5
Harpreet Brar,2025,11,13,8,0,1,3,1,84.61538461538461,11.0
Harpreet Brar,2026,5,3,1,1,0,1,0,166.66666666666669,inf
Harpreet Singh,2011,14,20,7,0,0,12,1,70.0,14.0
Harpreet Singh,2012,6,6,1,0,0,4,1,100.0,6.0
Harpreet Singh,2023,76,59,23,8,3,20,2,128.81355932203388,38.0
Harpreet Singh,2024,27,34,15,2,0,13,2,79.41176470588235,13.5
Harsh Dubey,2026,13,11,3,2,0,3,2,118.18181818181819,6.5
Harshit Rana,2022,2,2,1,0,0,0,1,100.0,2.0
Harshit Rana,2023,0,1,1,0,0,0,1,0.0,0.0
Harshit Rana,2025,57,54,27,5,3,12,5,105.55555555555556,11.4
Himmat Singh,2026,92,74,19,5,5,31,3,124.32432432432432,30.666666666666668
I Malhotra,2011,7,4,0,1,0,3,0,175.0,inf
I Sharma,2007/08,11,11,4,1,0,3,1,100.0,11.0
I Sharma,2009,16,13,5,1,1,4,2,123.07692307692308,8.0
I Sharma,2009/10,6,17,11,0,0,6,2,35.294117647058826,3.0
I Sharma,2011,4,5,1,0,0,4,0,80.0,inf
I Sharma,2017,8,13,7,1,0,4,2,61.53846153846154,4.0
I Sharma,2019,10,3,1,1,1,0,0,333.33333333333337,inf
I Sharma,2023,1,1,0,0,0,1,0,100.0,inf
I Sharma,2024,1,8,6,0,0,1,0,12.5,inf
I Udana,2020/21,15,11,4,1,1,5,3,136.36363636363635,5.0
IC Pandey,2013,0,2,2,0,0,0,1,0.0,0.0
IK Pathan,2007/08,131,120,46,9,6,42,5,109.16666666666666,26.2
IK Pathan,2009,196,164,55,17,6,57,11,119.51219512195121,17.818181818181817
IK Pathan,2009/10,276,188,40,21,10,89,8,146.80851063829786,34.5
IK Pathan,2011,150,146,52,12,6,58,7,102.73972602739727,21.428571428571427
IK Pathan,2012,176,133,30,14,6,58,7,132.33082706766916,25.142857142857142
IK Pathan,2013,153,159,60,10,4,69,8,96.22641509433963,19.125
IK Pathan,2014,55,58,18,5,0,23,4,94.82758620689656,13.75
IK Pathan,2016,11,14,2,0,0,9,2,78.57142857142857,5.5
IK Pathan,2017,2,3,1,0,0,2,1,66.66666666666666,2.0
IR Jaggi,2011,28,38,21,3,0,10,2,73.68421052631578,14.0
IR Jaggi,2012,15,22,9,0,0,10,2,68.18181818181817,7.5
IR Jaggi,2017,33,40,16,3,0,16,1,82.5,33.0
IS Sodhi,2018,1,6,5,0,0,1,1,16.666666666666664,1.0
IS Sodhi,2019,6,12,5,0,0,6,1,50.0,6.0
Imran Tahir,2014,8,10,8,2,0,0,2,80.0,4.0
Imran Tahir,2015,5,6,2,0,0,3,1,83.33333333333334,5.0
Imran Tahir,2016,5,7,5,1,0,1,1,71.42857142857143,5.0
Imran Tahir,2017,0,2,2,0,0,0,0,0.0,
Imran Tahir,2018,2,2,0,0,0,2,0,100.0,inf
Imran Tahir,2020/21,13,10,3,2,0,3,0,130.0,inf
Iqbal Abdulla,2007/08,1,2,1,0,0,1,0,50.0,inf
Iqbal Abdulla,2009/10,0,1,0,0,0,0,0,0.0,
Iqbal Abdulla,2011,15,12,3,1,0,5,0,125.0,inf
Iqbal Abdulla,2012,2,3,1,0,0,2,0,66.66666666666666,inf
Iqbal Abdulla,2013,8,14,5,0,0,8,0,57.14285714285714,inf
Iqbal Abdulla,2015,20,20,8,4,0,4,1,100.0,20.0
Iqbal Abdulla,2016,37,27,7,4,1,11,0,137.03703703703704,inf
Iqbal Abdulla,2017,5,7,3,0,0,3,0,71.42857142857143,inf
Ishan Kishan,2016,42,41,15,5,0,16,4,102.4390243902439,10.5
Ishan Kishan,2017,277,214,84,29,13,69,10,129.4392523364486,27.7
Ishan Kishan,2018,275,187,72,22,17,57,12,147.05882352941177,22.916666666666668
Ishan Kishan,2019,101,104,45,8,4,39,5,97.11538461538461,20.2
Ishan Kishan,2020/21,516,361,110,36,30,160,9,142.93628808864264,57.333333333333336
Ishan Kishan,2021,241,182,62,21,10,73,9,132.41758241758242,26.77777777777778
Ishan Kishan,2022,418,355,136,45,11,133,13,117.74647887323944,32.15384615384615
Ishan Kishan,2023,454,325,126,54,18,103,15,139.69230769230768,30.266666666666666
Ishan Kishan,2024,320,222,82,35,16,70,14,144.14414414414415,22.857142857142858
Ishan Kishan,2025,354,246,65,33,15,100,10,143.90243902439025,35.4
Ishan Kishan,2026,602,342,86,60,32,131,14,176.0233918128655,43.0
J Arunkumar,2007/08,23,24,14,5,0,3,3,95.83333333333334,7.666666666666667
J Botha,2009,47,42,11,5,0,18,3,111.90476190476191,15.666666666666666
J Botha,2011,230,200,61,20,2,86,6,114.99999999999999,38.333333333333336
J Botha,2012,58,55,18,4,1,25,4,105.45454545454544,14.5
J Botha,2013,43,52,33,5,1,9,6,82.6923076923077,7.166666666666667
J Botha,2015,31,15,3,5,1,5,3,206.66666666666669,10.333333333333334
J Fraser-McGurk,2024,330,150,48,32,28,25,8,220.00000000000003,41.25
J Fraser-McGurk,2025,55,53,30,7,2,9,6,103.77358490566037,9.166666666666666
J Overton,2025,15,7,1,1,1,1,0,214.28571428571428,inf
J Overton,2026,136,91,23,13,6,35,5,149.45054945054946,27.2
J Suchith,2015,48,33,10,4,2,10,1,145.45454545454547,48.0
J Suchith,2019,6,15,9,0,0,6,1,40.0,6.0
J Suchith,2021,14,6,1,2,1,0,0,233.33333333333334,inf
J Suchith,2022,2,8,5,0,0,2,2,25.0,1.0
J Syed Mohammad,2011,15,13,3,2,0,7,0,115.38461538461537,inf
J Syed Mohammad,2012,4,1,0,1,0,0,0,400.0,inf
J Syed Mohammad,2013,10,13,7,1,0,4,2,76.92307692307693,5.0
J Theron,2009/10,2,6,3,0,0,2,2,33.33333333333333,1.0
J Theron,2012,7,6,2,1,0,3,0,116.66666666666667,inf
J Theron,2015,1,1,0,0,0,1,0,100.0,inf
J Yadav,2016,6,12,4,0,0,6,0,50.0,inf
J Yadav,2021,34,26,8,2,1,10,2,130.76923076923077,17.0
JA Morkel,2007/08,241,168,56,18,14,62,8,143.45238095238096,30.125
JA Morkel,2009,97,73,17,8,4,37,5,132.87671232876713,19.4
JA Morkel,2009/10,199,135,36,10,13,57,7,147.40740740740742,28.428571428571427
JA Morkel,2011,138,108,33,8,8,44,5,127.77777777777777,27.6
JA Morkel,2012,107,71,15,5,6,27,7,150.70422535211267,15.285714285714286
JA Morkel,2013,46,37,14,2,3,16,3,124.32432432432432,15.333333333333334
JA Morkel,2014,45,41,17,1,3,13,3,109.75609756097562,15.0
JA Morkel,2015,86,70,21,9,2,28,1,122.85714285714286,86.0
JA Morkel,2016,16,9,2,0,2,4,1,177.77777777777777,16.0
JA Richardson,2021,15,25,15,2,0,7,2,60.0,7.5
JA Richardson,2024,2,2,1,0,0,0,1,100.0,2.0
JC Archer,2018,15,21,13,2,0,3,5,71.42857142857143,3.0
JC Archer,2019,67,41,8,4,4,21,2,163.41463414634146,33.5
JC Archer,2020/21,113,66,19,5,10,23,6,171.21212121212122,18.833333333333332
JC Archer,2023,4,4,1,0,0,2,0,100.0,inf
JC Archer,2025,63,51,20,3,4,19,5,123.52941176470588,12.6
JC Archer,2026,64,49,17,4,4,16,6,130.6122448979592,10.666666666666666
JC Buttler,2016,255,189,64,23,11,69,11,134.92063492063494,23.181818181818183
JC Buttler,2017,273,186,67,27,15,56,9,146.7741935483871,30.333333333333332
JC Buttler,2018,548,365,94,52,21,146,11,150.13698630136986,49.81818181818182
JC Buttler,2019,311,213,86,38,14,51,7,146.0093896713615,44.42857142857143
JC Buttler,2020/21,328,233,81,27,16,74,11,140.7725321888412,29.818181818181817
JC Buttler,2021,254,173,62,27,13,48,7,146.82080924855492,36.285714285714285
JC Buttler,2022,863,596,224,84,45,185,15,144.7986577181208,57.53333333333333
JC Buttler,2023,392,298,99,42,14,98,15,131.54362416107384,26.133333333333333
JC Buttler,2024,359,266,87,36,12,91,10,134.9624060150376,35.9
JC Buttler,2025,538,337,90,52,24,136,10,159.64391691394658,53.8
JC Buttler,2026,526,352,109,51,26,132,14,149.4318181818182,37.57142857142857
JD Ryder,2009,56,49,25,9,0,9,5,114.28571428571428,11.2
JD Ryder,2011,292,201,81,37,11,45,13,145.273631840796,22.46153846153846
JD Ryder,2012,256,216,74,23,8,91,11,118.5185185185185,23.272727272727273
JD Unadkat,2013,2,2,0,0,0,2,0,100.0,inf
JD Unadkat,2014,1,6,5,0,0,1,1,16.666666666666664,1.0
JD Unadkat,2017,2,5,2,0,0,2,0,40.0,inf
JD Unadkat,2018,49,38,12,6,1,19,5,128.94736842105263,9.8
JD Unadkat,2019,1,3,2,0,0,1,1,33.33333333333333,1.0
JD Unadkat,2020/21,9,13,5,0,0,5,1,69.23076923076923,9.0
JD Unadkat,2021,41,32,9,3,2,11,2,128.125,20.5
JD Unadkat,2022,59,37,12,4,3,9,1,159.45945945945945,59.0
JD Unadkat,2023,9,7,1,1,0,5,1,128.57142857142858,9.0
JD Unadkat,2024,24,27,13,2,1,8,2,88.88888888888889,12.0
JD Unadkat,2026,4,3,1,0,0,0,0,133.33333333333331,inf
JDP Oram,2007/08,18,13,3,1,1,6,1,138.46153846153845,18.0
JDP Oram,2009,88,94,40,5,4,40,6,93.61702127659575,14.666666666666666
JDP Oram,2011,0,3,3,0,0,0,1,0.0,0.0
JDS Neesham,2014,42,46,24,3,1,10,3,91.30434782608695,14.0
JDS Neesham,2020/21,19,18,6,0,1,9,2,105.55555555555556,9.5
JDS Neesham,2021,0,2,2,0,0,0,2,0.0,0.0
JDS Neesham,2022,31,27,7,3,0,15,1,114.81481481481481,31.0
JE Root,2023,10,15,8,1,0,6,1,66.66666666666666,10.0
JE Taylor,2011,3,4,1,0,0,1,0,75.0,inf
JEC Franklin,2011,107,80,20,10,2,33,2,133.75,53.5
JEC Franklin,2012,220,229,89,15,7,96,9,96.06986899563319,24.444444444444443
JG Bethell,2025,67,39,14,9,3,13,2,171.7948717948718,33.5
JG Bethell,2026,96,81,28,12,3,28,7,118.5185185185185,13.714285714285714
JH Kallis,2007/08,199,188,71,23,4,75,11,105.85106382978724,18.09090909090909
JH Kallis,2009,361,349,145,37,8,110,13,103.43839541547277,27.76923076923077
JH Kallis,2009/10,572,517,186,67,9,198,12,110.63829787234043,47.666666666666664
JH Kallis,2011,424,386,144,46,6,156,15,109.84455958549222,28.266666666666666
JH Kallis,2012,409,393,138,34,10,178,17,104.07124681933841,24.058823529411764
JH Kallis,2013,311,327,144,35,3,124,15,95.10703363914374,20.733333333333334
JH Kallis,2014,151,131,50,13,4,47,6,115.2671755725191,25.166666666666668
JJ Bumrah,2014,1,4,2,0,0,1,1,25.0,1.0
JJ Bumrah,2016,8,11,6,1,0,4,1,72.72727272727273,8.0
JJ Bumrah,2017,16,12,3,0,1,6,1,133.33333333333331,16.0
JJ Bumrah,2018,10,11,3,1,0,6,1,90.9090909090909,10.0
JJ Bumrah,2019,0,1,0,0,0,0,0,0.0,
JJ Bumrah,2020/21,5,3,0,0,0,1,0,166.66666666666669,inf
JJ Bumrah,2021,16,17,7,2,0,8,3,94.11764705882352,5.333333333333333
JJ Bumrah,2022,0,9,8,0,0,0,1,0.0,0.0
JJ Bumrah,2024,12,12,4,1,0,6,0,100.0,inf
JJ Bumrah,2025,0,1,1,0,0,0,0,0.0,
JJ Bumrah,2026,7,8,3,1,0,3,1,87.5,7.0
JJ Roy,2017,59,41,15,9,1,13,2,143.90243902439025,29.5
JJ Roy,2018,120,98,37,9,7,34,4,122.44897959183673,30.0
JJ Roy,2021,150,125,45,21,1,42,5,120.0,30.0
JJ Roy,2023,285,196,73,36,12,59,8,145.40816326530611,35.625
JJ van der Wath,2011,18,17,7,1,1,6,2,105.88235294117648,9.0
JL Denly,2019,0,1,1,0,0,0,1,0.0,0.0
JL Pattinson,2020/21,15,13,4,2,0,7,1,115.38461538461537,15.0
JM Bairstow,2019,445,292,89,48,18,103,8,152.3972602739726,55.625
JM Bairstow,2020/21,345,284,110,31,13,84,12,121.47887323943662,28.75
JM Bairstow,2021,248,179,71,20,15,59,7,138.54748603351956,35.42857142857143
JM Bairstow,2022,253,180,70,34,9,53,11,140.55555555555554,23.0
JM Bairstow,2024,298,197,71,33,14,66,10,151.26903553299493,29.8
JM Bairstow,2025,85,49,11,7,5,13,2,173.46938775510205,42.5
JM Kemp,2009/10,26,25,10,1,1,9,2,104.0,13.0
JM Sharma,2022,234,149,48,22,12,49,8,157.04697986577182,29.25
JM Sharma,2023,309,205,70,22,21,65,13,150.73170731707316,23.76923076923077
JM Sharma,2024,187,147,51,9,12,61,11,127.2108843537415,17.0
JM Sharma,2025,261,155,48,24,17,51,7,168.38709677419354,37.285714285714285
JM Sharma,2026,116,96,43,9,6,31,9,120.83333333333333,12.88888888888889
JO Holder,2014,16,12,7,2,1,2,1,133.33333333333331,16.0
JO Holder,2016,22,20,8,2,1,4,4,110.00000000000001,5.5
JO Holder,2020/21,66,54,19,5,3,24,2,122.22222222222223,33.0
JO Holder,2021,85,73,27,2,6,27,6,116.43835616438356,14.166666666666666
